date,Robert Moore + metoo,Robert Moore + sexual harassment,Robert Moore + sexual,Robert Moore + healmetoo,Robert Moore + assault,Robert Moore + rape,Robert Moore + harassed,Sam Adams + metoo,Sam Adams + sexual harassment,Sam Adams + sexual,Sam Adams + healmetoo,Sam Adams + assault,Sam Adams + rape,Sam Adams + harassed,Steven Seagal + metoo,Steven Seagal + sexual harassment,Steven Seagal + sexual,Steven Seagal + healmetoo,Steven Seagal + assault,Steven Seagal + rape,Steven Seagal + harassed,Ed Murray + metoo,Ed Murray + sexual harassment,Ed Murray + sexual,Ed Murray + healmetoo,Ed Murray + assault,Ed Murray + rape,Ed Murray + harassed,Chuck Close + metoo,Chuck Close + sexual harassment,Chuck Close + sexual,Chuck Close + healmetoo,Chuck Close + assault,Chuck Close + rape,Chuck Close + harassed,Clay Johnson + metoo,Clay Johnson + sexual harassment,Clay Johnson + sexual,Clay Johnson + healmetoo,Clay Johnson + assault,Clay Johnson + rape,Clay Johnson + harassed,Paul Shapiro + metoo,Paul Shapiro + sexual harassment,Paul Shapiro + sexual,Paul Shapiro + healmetoo,Paul Shapiro + assault,Paul Shapiro + rape,Paul Shapiro + harassed,John Moore + metoo,John Moore + sexual harassment,John Moore + sexual,John Moore + healmetoo,John Moore + assault,John Moore + rape,John Moore + harassed,Stephen Henderson + metoo,Stephen Henderson + sexual harassment,Stephen Henderson + sexual,Stephen Henderson + healmetoo,Stephen Henderson + assault,Stephen Henderson + rape,Stephen Henderson + harassed,David Sweeney + metoo,David Sweeney + sexual harassment,David Sweeney + sexual,David Sweeney + healmetoo,David Sweeney + assault,David Sweeney + rape,David Sweeney + harassed,Ed Crane + metoo,Ed Crane + sexual harassment,Ed Crane + sexual,Ed Crane + healmetoo,Ed Crane + assault,Ed Crane + rape,Ed Crane + harassed,Kevin Braun + metoo,Kevin Braun + sexual harassment,Kevin Braun + sexual,Kevin Braun + healmetoo,Kevin Braun + assault,Kevin Braun + rape,Kevin Braun + harassed,Daniel Handler + metoo,Daniel Handler + sexual harassment,Daniel Handler + sexual,Daniel Handler + healmetoo,Daniel Handler + assault,Daniel Handler + rape,Daniel Handler + harassed,Cristiano Ronaldo + metoo,Cristiano Ronaldo + sexual harassment,Cristiano Ronaldo + sexual,Cristiano Ronaldo + healmetoo,Cristiano Ronaldo + assault,Cristiano Ronaldo + rape,Cristiano Ronaldo + harassed,Luc Besson + metoo,Luc Besson + sexual harassment,Luc Besson + sexual,Luc Besson + healmetoo,Luc Besson + assault,Luc Besson + rape,Luc Besson + harassed,Curt Anderson + metoo,Curt Anderson + sexual harassment,Curt Anderson + sexual,Curt Anderson + healmetoo,Curt Anderson + assault,Curt Anderson + rape,Curt Anderson + harassed,Nick Carter + metoo,Nick Carter + sexual harassment,Nick Carter + sexual,Nick Carter + healmetoo,Nick Carter + assault,Nick Carter + rape,Nick Carter + harassed,Sherman Alexie + metoo,Sherman Alexie + sexual harassment,Sherman Alexie + sexual,Sherman Alexie + healmetoo,Sherman Alexie + assault,Sherman Alexie + rape,Sherman Alexie + harassed,Ron Jeremy + metoo,Ron Jeremy + sexual harassment,Ron Jeremy + sexual,Ron Jeremy + healmetoo,Ron Jeremy + assault,Ron Jeremy + rape,Ron Jeremy + harassed,Roy Price + metoo,Roy Price + sexual harassment,Roy Price + sexual,Roy Price + healmetoo,Roy Price + assault,Roy Price + rape,Roy Price + harassed,Donovan McNabb + metoo,Donovan McNabb + sexual harassment,Donovan McNabb + sexual,Donovan McNabb + healmetoo,Donovan McNabb + assault,Donovan McNabb + rape,Donovan McNabb + harassed,Dean Westlake + metoo,Dean Westlake + sexual harassment,Dean Westlake + sexual,Dean Westlake + healmetoo,Dean Westlake + assault,Dean Westlake + rape,Dean Westlake + harassed,David Diaz + metoo,David Diaz + sexual harassment,David Diaz + sexual,David Diaz + healmetoo,David Diaz + assault,David Diaz + rape,David Diaz + harassed,Morgan Freeman + metoo,Morgan Freeman + sexual harassment,Morgan Freeman + sexual,Morgan Freeman + healmetoo,Morgan Freeman + assault,Morgan Freeman + rape,Morgan Freeman + harassed,Michael Meredith + metoo,Michael Meredith + sexual harassment,Michael Meredith + sexual,Michael Meredith + healmetoo,Michael Meredith + assault,Michael Meredith + rape,Michael Meredith + harassed,David Blaine + metoo,David Blaine + sexual harassment,David Blaine + sexual,David Blaine + healmetoo,David Blaine + assault,David Blaine + rape,David Blaine + harassed,Justin Caldbeck + metoo,Justin Caldbeck + sexual harassment,Justin Caldbeck + sexual,Justin Caldbeck + assault,Justin Caldbeck + rape,Justin Caldbeck + harassed,Dustin Hoffman + metoo,Dustin Hoffman + sexual harassment,Dustin Hoffman + sexual,Dustin Hoffman + healmetoo,Dustin Hoffman + assault,Dustin Hoffman + rape,Dustin Hoffman + harassed,Kimberly Guilfoyle + metoo,Kimberly Guilfoyle + sexual harassment,Kimberly Guilfoyle + sexual,Kimberly Guilfoyle + healmetoo,Kimberly Guilfoyle + assault,Kimberly Guilfoyle + rape,Kimberly Guilfoyle + harassed,Bruce Weber + metoo,Bruce Weber + sexual harassment,Bruce Weber + sexual,Bruce Weber + healmetoo,Bruce Weber + assault,Bruce Weber + rape,Bruce Weber + harassed
2019-07-28,11,25,61,39,51,58,30,15,28,61,30,53,58,41,24,29,61,29,53,58,32,9,24,61,25,51,58,26,10,24,61,12,51,57,24,9,24,61,18,51,58,25,10,24,61,38,51,58,26,14,27,61,18,52,58,28,10,24,61,16,51,58,26,9,24,61,18,51,58,24,9,24,61,14,51,58,25,9,24,61,15,51,57,26,9,24,61,12,51,57,26,10,11,29,10,17,29,10,17,32,62,20,54,58,26,9,24,61,20,51,58,25,14,19,60,10,53,58,16,10,24,61,4,51,58,23,14,30,61,46,53,58,43,10,24,61,7,51,58,18,10,24,61,6,51,58,23,9,24,61,0,51,58,24,11,25,61,61,52,58,31,8,10,46,7,27,49,8,10,24,61,65,51,58,27,11,25,61,14,52,58,23,9,24,61,51,58,25,11,15,60,7,48,58,9,11,22,61,4,52,58,9,10,23,61,5,52,58,27
2019-08-04,11,26,63,46,72,54,28,15,28,62,30,73,54,39,23,28,61,27,71,55,30,9,25,62,36,72,54,23,10,25,62,22,71,54,25,9,25,62,29,72,54,23,9,25,62,38,72,54,22,14,27,62,17,72,54,26,10,25,62,32,72,54,24,9,24,62,21,72,54,22,9,24,62,29,72,54,21,9,24,62,8,72,54,21,9,24,62,9,72,53,22,9,9,28,8,18,26,9,16,31,63,18,74,54,24,9,24,62,33,72,53,21,15,20,62,12,73,54,16,9,24,62,4,71,54,20,14,31,62,45,72,53,41,10,25,63,9,72,54,17,9,24,62,5,72,54,19,9,24,62,0,72,54,21,10,25,62,47,72,54,26,10,11,48,8,37,47,9,9,25,62,43,72,54,23,12,26,62,15,72,54,22,9,24,62,72,54,21,13,16,62,10,67,54,11,11,22,62,4,72,54,8,10,24,62,5,72,54,24
2019-08-11,12,25,68,43,55,55,27,16,28,67,32,57,55,39,25,30,67,29,57,56,31,11,24,67,26,55,55,21,11,25,68,19,55,55,23,11,24,68,39,55,55,22,11,24,68,43,55,55,22,14,27,68,16,55,55,24,11,24,68,18,55,55,22,11,24,68,12,55,55,21,11,24,68,23,55,55,20,10,24,68,8,55,55,21,10,24,68,4,55,55,20,9,10,30,9,17,28,9,21,34,69,23,58,56,27,10,24,68,52,55,55,21,17,21,68,13,56,55,17,11,24,67,8,55,55,21,15,30,67,42,56,55,38,11,25,68,8,55,55,16,11,25,68,7,55,55,20,11,24,67,63,55,55,20,12,25,67,59,56,55,27,10,12,52,9,31,48,10,11,24,68,69,55,55,23,13,26,68,16,56,55,22,10,24,68,55,55,20,12,15,67,8,51,56,10,12,22,67,4,56,55,8,11,24,68,4,55,55,22
2019-08-18,11,26,67,40,49,53,28,15,30,66,30,50,53,38,23,29,65,27,51,54,30,9,25,66,22,49,53,23,10,26,66,20,49,53,25,9,25,66,27,49,53,23,9,25,66,17,49,53,22,13,28,66,16,49,53,24,9,25,66,9,49,53,22,9,25,66,24,49,53,23,9,25,66,14,49,53,22,9,25,67,9,49,53,22,9,25,67,7,49,52,23,10,10,30,9,16,27,10,15,31,67,15,51,54,21,9,25,66,6,49,53,22,15,22,66,12,50,54,17,10,26,66,9,49,53,24,14,31,66,43,50,53,40,10,26,66,9,49,53,18,10,25,66,7,49,53,22,9,25,66,0,49,53,22,10,26,67,57,49,53,28,10,11,51,9,28,47,9,10,25,67,55,49,53,24,13,28,66,19,50,53,24,9,25,67,49,53,22,12,15,66,8,46,54,10,11,22,66,3,49,53,7,9,24,67,4,49,53,24
2019-08-25,12,24,67,44,48,49,26,15,29,67,31,49,49,38,24,29,66,29,51,50,31,10,23,67,27,47,49,20,11,25,67,26,47,49,24,10,23,67,28,48,49,20,10,23,67,25,47,49,19,13,26,66,15,48,49,23,10,24,67,22,47,49,20,10,23,67,17,47,49,19,10,23,67,4,47,49,18,10,23,67,8,47,49,19,10,23,67,12,47,49,20,10,11,30,10,17,26,10,14,27,68,12,49,49,17,10,23,67,31,47,49,19,17,21,67,13,49,49,16,11,24,67,12,48,49,23,16,30,67,48,49,49,41,11,24,67,8,48,49,15,10,23,67,6,47,49,18,10,23,67,0,47,49,18,11,24,67,60,48,49,25,10,11,52,9,28,43,10,10,23,67,56,47,49,21,12,24,67,13,48,49,19,10,23,67,47,49,18,15,17,67,10,47,50,13,12,21,67,4,48,49,8,10,23,67,4,48,49,20
2019-09-01,12,24,66,45,52,51,26,16,28,66,31,53,51,38,23,27,66,26,53,52,28,11,23,66,19,52,51,20,12,24,67,21,52,50,23,11,23,66,36,52,51,21,11,23,66,21,52,50,19,15,27,66,18,52,51,25,11,23,66,9,52,50,19,11,23,66,13,52,51,19,10,23,66,0,52,51,19,11,23,66,18,52,50,21,11,23,67,15,52,50,21,9,9,29,8,16,25,8,15,27,67,12,53,51,17,10,23,66,31,52,50,19,20,22,67,16,55,51,19,12,24,67,14,52,51,24,17,30,66,48,54,51,41,11,23,66,4,52,51,14,12,23,66,9,52,51,21,10,23,66,0,52,51,19,12,23,66,43,52,51,24,9,10,50,7,28,44,8,11,23,67,47,52,51,21,13,25,67,16,52,51,21,10,23,67,52,50,19,12,14,65,7,47,51,9,11,19,66,2,52,51,6,11,22,67,4,52,51,21
2019-09-08,11,28,68,43,58,56,26,15,32,68,30,59,56,37,24,32,68,28,59,57,32,10,27,68,23,58,56,21,11,28,68,24,58,56,24,10,27,68,25,58,56,21,10,27,68,51,58,56,22,14,31,68,19,59,56,26,10,27,68,8,58,56,20,10,27,68,27,58,56,22,10,27,68,13,58,56,19,10,27,68,11,58,56,20,10,27,68,10,58,56,21,11,12,32,11,18,29,11,17,34,68,18,60,56,23,9,27,68,12,58,55,19,21,26,69,18,61,56,22,12,30,68,19,59,56,28,14,33,67,45,60,55,39,11,27,68,10,58,56,16,11,28,68,11,58,56,23,9,27,68,10,58,56,19,11,27,68,44,59,56,24,9,11,52,8,31,48,8,10,27,68,44,58,56,21,12,29,67,14,59,55,21,9,27,68,58,56,19,11,16,67,7,53,56,9,12,25,68,5,59,56,8,10,26,68,5,58,56,22
2019-09-15,12,29,71,46,54,56,30,16,34,72,34,55,57,43,24,32,71,29,55,58,33,10,28,71,27,53,57,24,12,29,71,30,53,56,28,10,28,71,40,54,56,24,10,28,71,29,53,56,23,14,32,71,18,54,57,27,10,28,71,17,53,56,24,10,28,72,13,54,57,23,10,28,71,4,53,56,22,10,28,71,7,53,56,23,10,28,71,8,53,56,23,13,14,34,13,20,30,13,17,35,73,17,56,57,23,10,28,72,12,54,56,23,70,61,79,99,76,62,97,12,30,72,16,53,56,29,15,34,71,44,55,56,41,11,28,72,7,53,57,17,12,29,72,11,54,56,25,10,28,71,10,53,56,22,11,29,72,57,54,57,29,8,10,53,7,28,48,7,10,28,72,42,53,56,24,13,31,72,17,55,57,24,10,28,72,53,56,22,10,16,70,6,48,56,8,12,25,71,3,54,56,8,11,28,72,4,54,56,25
2019-09-22,13,28,69,54,51,54,31,16,32,69,32,53,54,40,24,31,68,28,53,56,32,10,27,69,18,51,54,23,12,28,69,29,51,54,28,11,27,69,52,51,54,25,10,27,69,26,51,54,23,15,32,70,20,52,55,28,11,27,69,19,51,54,23,10,26,69,21,51,54,23,10,27,69,4,51,54,21,10,27,69,10,51,54,22,10,27,69,12,51,53,23,10,12,31,10,17,28,10,16,33,70,15,53,54,21,10,27,69,42,51,53,23,41,40,73,49,62,57,52,12,28,69,15,51,54,27,14,32,69,41,53,54,39,11,27,69,10,51,54,18,11,27,69,9,51,54,23,10,27,69,20,51,54,22,11,27,69,39,51,54,26,10,11,53,8,29,47,9,11,27,69,64,51,54,25,13,30,69,18,52,54,24,10,27,69,51,54,22,11,16,68,7,47,55,9,12,23,69,3,51,54,7,11,26,69,4,51,54,24
2019-09-29,11,32,68,41,48,52,27,16,36,68,34,50,52,40,21,31,66,25,49,53,27,9,30,68,16,47,52,21,11,32,68,28,47,52,26,10,31,68,37,48,52,22,10,30,68,30,48,52,21,14,34,68,17,48,52,25,9,31,68,18,48,52,21,10,30,68,21,48,52,21,9,30,68,22,48,52,20,9,30,68,10,48,52,21,9,30,68,12,48,52,21,9,10,30,9,16,26,9,15,36,69,16,50,52,20,9,30,68,6,48,52,20,42,43,71,51,59,55,53,11,32,68,14,48,52,25,14,36,68,43,49,52,39,10,31,68,7,48,52,15,10,31,68,8,48,52,21,9,30,68,0,48,52,20,10,31,68,42,48,52,24,8,11,52,7,26,44,8,10,31,68,46,48,52,22,13,33,67,19,49,52,24,9,30,68,48,52,20,9,16,67,6,43,52,8,11,27,68,4,48,52,7,10,30,68,4,48,52,22
2019-10-06,13,32,70,68,47,52,32,18,36,70,38,49,52,43,23,32,69,27,49,54,29,11,30,70,40,46,51,21,12,31,70,27,47,51,25,11,30,70,34,47,51,20,11,30,70,38,47,51,20,14,32,70,14,47,51,22,10,29,70,15,46,51,20,10,29,70,15,47,51,20,10,29,70,0,46,51,18,10,29,70,9,47,51,19,11,30,70,13,47,51,20,9,10,31,9,16,26,9,33,53,73,51,55,54,53,10,30,70,24,47,51,19,31,34,71,33,53,53,35,13,31,70,18,47,51,26,16,35,70,44,48,52,38,24,44,72,100,51,53,55,11,30,70,5,46,52,18,10,30,70,10,47,51,19,11,30,70,46,47,51,24,8,10,53,6,25,44,7,11,30,70,37,46,52,20,12,31,70,14,47,52,20,10,30,70,47,52,19,11,17,69,7,43,52,9,12,26,70,4,47,52,8,11,29,70,3,47,51,20
2019-10-13,13,29,69,41,47,52,28,34,51,71,100,54,54,100,24,31,68,26,49,54,30,11,28,69,20,46,52,23,13,30,69,29,47,52,28,11,28,69,24,47,52,24,11,28,69,40,47,52,24,16,32,69,20,48,53,29,11,29,69,20,47,52,24,11,28,69,14,47,52,23,11,27,69,13,47,52,22,11,27,69,10,47,52,23,11,27,69,16,47,52,24,10,11,31,10,16,27,10,17,33,70,16,48,53,21,11,27,69,18,47,52,22,21,26,69,17,50,53,21,13,29,69,15,47,52,28,15,32,68,38,48,52,37,13,30,69,14,47,52,20,12,29,69,7,47,52,22,11,27,69,0,47,52,22,12,30,69,60,47,52,30,8,10,51,6,25,44,7,11,29,69,50,47,52,24,14,31,69,18,48,52,24,11,27,69,47,52,22,11,16,68,7,44,53,9,14,26,69,6,48,52,10,11,28,69,5,47,52,25
2019-10-20,13,27,71,38,48,49,26,24,39,72,59,53,51,64,25,31,70,28,50,51,30,11,26,71,27,48,50,22,13,27,71,24,48,49,25,12,27,71,70,48,49,25,11,26,71,30,48,50,22,44,59,74,100,58,53,100,11,26,70,13,48,49,21,11,25,70,13,48,50,21,11,26,70,26,48,50,21,11,26,71,10,48,50,21,11,26,71,14,48,49,22,9,9,30,8,15,25,8,16,30,71,13,49,50,18,11,26,71,36,48,49,21,19,23,70,14,50,50,18,13,27,70,14,48,50,25,16,31,71,42,50,49,38,12,26,71,9,48,50,16,12,26,71,8,48,50,21,11,26,71,0,48,50,20,12,27,71,48,49,50,26,8,10,53,6,26,42,7,12,26,71,60,48,50,23,17,32,71,29,50,50,31,11,26,71,48,50,20,11,14,69,6,43,50,8,13,24,70,3,49,50,7,12,25,71,5,48,50,23
2019-10-27,13,25,69,49,46,50,27,18,30,68,37,48,51,43,24,28,67,27,48,52,29,11,23,68,19,46,50,19,12,25,69,25,46,50,24,11,24,68,38,46,50,20,11,24,68,30,46,50,20,21,33,69,34,49,51,39,11,24,69,21,46,50,20,11,23,69,11,46,50,19,11,24,69,17,46,50,18,11,24,68,4,46,50,18,11,24,68,10,46,50,19,9,9,30,8,15,26,8,16,28,69,13,47,51,17,11,24,68,24,46,50,19,19,21,68,13,47,51,17,12,24,68,11,46,50,22,16,30,68,44,48,50,39,12,24,69,10,46,50,15,12,25,69,9,46,50,21,11,24,68,29,46,50,18,12,25,69,56,46,50,25,8,10,51,7,25,43,7,11,24,68,56,46,50,21,14,28,69,21,47,50,24,11,24,69,46,50,18,12,14,67,7,43,51,8,16,26,69,8,48,51,12,11,23,68,4,46,50,20
